,FROM,TO,TYPE,R,X,B,LIM1,LIM2,LIM3,TAP,TAPMIN,TAPMAX,STEP,TANG
892,N890,N894,0,0.015265646727071,0.001032283191568,0,0,0,0,0,0,0,0,0
893,N891,N895,0,0.0309663230399408,0.0023695968934911,0,0,0,0,0,0,0,0,0
894,N891,N896,0,0.0173238951553254,0.0013256545857988,0,0,0,0,0,0,0,0,0
895,N892,N897,0,0.0010750947670118,8.226812130177514e-05,0,0,0,0,0,0,0,0,0
896,N893,N898,0,0.0180605954142011,0.0019142566568047,0,0,0,0,0,0,0,0,0
897,N894,N899,0,0.0277310516826923,0.0018752103365384,0,0,0,0,0,0,0,0,0
898,N895,N900,0,0.0205651812130177,0.0015736834319526,0,0,0,0,0,0,0,0,0
899,N897,N901,0,0.0009084319526627,6.951479289940828e-05,0,0,0,0,0,0,0,0,0
900,N901,N902,0,0.0007655325443786,5.857988165680473e-05,0,0,0,0,0,0,0,0,0
901,N902,N903,0,0.0009958302514792,7.620266272189349e-05,0,0,0,0,0,0,0,0,0
902,N903,N904,0,0.0018022975221893,0.0001379149408284,0,0,0,0,0,0,0,0,0
903,N904,N905,0,0.003124861316568,0.0002391198224852,0,0,0,0,0,0,0,0,0
904,N905,N906,0,0.0255958995931952,0.0019586427514792,0,0,0,0,0,0,0,0,0
